Drug	Disease
DB00959	C0010346
DB06691	C0018621
DB01280	C1292758
DB00326	C1704431
DB00327	C2215257
DB00860	C0027651
DB01240	C0035455
DB01263	C0009186
DB01234	C0015397
DB00359	C0014347
DB00210	C0001144
DB06770	C0033774
DB01247	C1269683
DB01563	C0917801
DB01060	C0275804
DB08885	C0339498
DB09345	C0006434
DB00755	C0870082
DB01224	C0004352
DB00223	C0033774
DB01112	C0022729
DB00564	C0040997
DB06760	C1283620
DB00987	C0023449
DB01260	C0085074
DB01061	C1096258
DB00396	C0014175
DB06711	C0037199
DB01333	C0042029
DB08931	C2973725
DB00338	C0014869
DB00417	C0178299
DB01146	C0042109
DB01234	C0024305
DB00213	C0079487
DB00764	C0035457
DB00005	C0038013
DB09166	C0003467
DB00239	C0040252
DB01233	C0152020
DB00684	C0456103
DB01598	C1096258
DB06255	C0029456
DB00685	C0343402
DB00438	C0085394
DB00479	C0014118
DB00860	C0038218
DB00260	C0041327
DB00434	C0009766
DB00635	C0018133
DB01324	C0018802
DB00359	C0028242
DB00719	C0009766
DB00622	C0002963
DB00685	C0038395
DB00218	C0004626
DB01059	C1112709
DB00443	C0038013
DB00537	C0276089
DB00263	C0009770
DB01009	C0030193
DB00987	C0023467
DB01190	C0242172
DB02703	C0032269
DB00814	C0029408
DB09256	C0024623
DB01035	C0039240
DB00719	C1260880
DB00518	C0002831
DB00199	C0004626
DB00747	C0015469
DB00717	C0025323
DB09112	C0238080
DB09481	C0018834
DB00709	C0524909
DB02703	C0153196
DB00977	C0001144
DB01137	C0006277
DB00223	C0011616
DB00482	C0013390
DB00852	C2607914
DB01069	C0035457
DB01059	C0395818
DB00575	C0013390
DB00008	C0025202
DB01380	C1275687
DB00703	C0149893
DB00727	C0018802
DB00218	C0032308
DB00207	C0032302
DB01332	C0001139
DB01332	C0276026
DB01075	C0035460
DB01212	C0275665
DB00254	C0340354
DB00874	C0043167
DB00514	C1260880
DB01139	C0276026
DB00061	C0085110
DB00871	C0033774
DB00060	C0026769
DB09320	C0153188
DB00595	C0275665
DB01330	C0005943
DB01041	C0023343
DB00285	C0028768
DB01139	C0343402
DB00948	C0178299
DB01229	C0017612
DB00544	C0024623
DB00493	C0152964
DB09265	C0011860
DB00258	C0020461
DB00759	C0009768
DB00634	C0162627
DB00288	C0011603
DB00945	C0003862
DB01026	C0006845
DB00962	C0393760
DB00858	C0178416
DB00033	C0004623
DB07615	C0004096
DB00860	C0002390
DB00881	C0264716
DB00281	C0026636
DB01211	C0037278
DB00860	C0854211
DB00499	C0033578
DB00567	C0157749
DB04878	C0017205
DB01026	C0023281
DB00285	C0030319
DB01427	C0036980
DB00455	C0027424
DB01141	C2062982
DB00717	C0025874
DB01015	C0029882
DB00860	C0035242
DB01172	C0085423
DB00288	C0015456
DB09026	C0020538
DB00544	C0034885
DB00958	C1140680
DB00635	C0033860
DB01022	C0020598
DB00594	C0013604
DB01146	C0037383
DB00619	C1960397
DB01429	C0085612
DB00766	C0178299
DB00286	C0600142
DB00564	C0014544
DB06148	C1269683
DB00681	C1997322
DB00948	C0153195
DB00945	C0392171
DB00792	C0009766
DB00800	C0020545
DB00851	C0016057
DB01059	C0014347
DB01150	C0037199
DB00316	C0015967
DB00568	C0027497
DB06237	C0242350
DB00264	C0264716
DB00443	C0036830
DB00537	C0029443
DB00191	C0020649
DB00415	C0018081
DB00495	C0001175
DB00547	C0023219
DB00001	C0040034
DB00741	C0011608
DB00223	C0033775
DB00388	C0015967
DB01380	C0242459
DB09075	C0034065
DB00741	C0010032
DB00819	C0002351
DB00741	C0027726
DB00798	C0339968
DB00479	C0684256
DB00863	C0043515
DB01380	C0022073
DB09114	C0035220
DB01328	C1318973
DB00319	C0031154
DB00518	C0153289
DB01332	C0018482
DB00788	C0029408
DB00916	C0684256
DB00715	C0520676
DB00043	C0004096
DB00359	C1720498
DB00376	C0030567
DB00199	C0008311
DB01053	C0027927
DB00240	C0023219
DB01059	C1260917
DB08880	C0003872
DB08897	C0024117
DB01353	C0231403
DB01183	C0036983
DB09146	C0085681
DB02703	C1112709
DB00627	C0342882
DB00888	C0242379
DB01188	C0040252
DB01130	C0023219
DB00860	C0004031
DB00770	C0243002
DB00440	C0006277
DB06786	C0149922
DB00207	C2349530
DB00341	C0035460
DB01364	C0035460
DB00681	C0149704
DB00223	C0018567
DB00540	C0030193
DB01611	C0152072
DB00934	C0011581
DB02703	C0006277
DB01168	C0024305
DB01190	C2242472
DB00555	C0014547
DB00257	C0700345
DB00438	C0014836
DB00588	C0034067
DB00760	C0085437
DB00509	C0020473
DB01150	C0014836
DB00759	C0031350
DB09060	C1112209
DB00856	C0026838
DB01035	C0004238
DB01112	C0520775
DB00537	C0749958
DB01112	C0729586
DB00741	C0036271
DB01172	C0008311
DB02701	C0020473
DB00860	C0001627
DB00303	C0038395
DB01156	C0040336
DB00795	C0553662
DB01059	C0153195
DB00199	C0023860
DB00798	C2242472
DB00620	C0026948
DB01039	C0020557
DB00725	C0010200
DB00860	C0015230
DB01004	C0022570
DB00254	C0275665
DB06824	C0406317
DB00065	C0003873
DB00888	C0220655
DB00711	C0013884
DB00232	C0020538
DB00833	C0149778
DB00736	C0030920
DB00991	C0003873
DB00479	C0154640
DB00303	C1096562
DB00741	C0035854
DB00798	C0014836
DB00262	C0009375
DB01331	C0577709
DB00635	C0149911
DB00260	C0729524
DB00637	C0009766
DB02703	C0745528
DB00508	C0042963
DB00415	C0271429
DB06204	C0030193
DB00974	C0020437
DB01044	C0032302
DB00596	C0149922
DB00512	C0038160
DB00316	C0392171
DB08903	C0041327
DB01044	C0275665
DB01331	C0038160
DB00415	C0577709
DB01291	C0347950
DB01598	C0031154
DB00641	C0020479
DB00803	C0854135
DB00888	C0023434
DB00262	C0019829
DB00957	C0156393
DB00674	C0002395
DB00471	C0155880
DB00022	C1540912
DB01257	C0024790
DB01099	C0004030
DB01172	C0157749
DB00845	C0023343
DB00475	C0022104
DB00988	C0018794
DB00595	C0009768
DB00421	C0020621
DB00713	C0043241
DB00850	C0038587
DB00091	C0017668
DB00388	C0009443
DB00555	C0238111
DB01175	C0011581
DB00146	C0085682
DB00305	C0278498
DB00687	C0001403
DB00455	C0037383
DB01046	C1868889
DB01167	C0877445
DB00832	C0014553
DB00997	C0678222
DB00959	C0035439
DB00783	C0020619
DB00878	C0085426
DB00415	C0085437
DB00722	C0020538
DB00601	C0162627
DB01356	C0270425
DB00177	C0011881
DB00586	C0003873
DB00288	C0036271
DB00978	C0149725
DB00366	C0033774
DB06590	C0276026
DB01380	C0345468
DB00206	C0013384
DB00319	C0014836
DB01223	C0034067
DB02703	C0152973
DB00635	C0701163
DB01165	C0010692
DB00338	C0014868
DB00762	C0023418
DB00869	C0017612
DB08877	C0026987
DB01240	C0034150
DB00199	C0275761
DB00959	C0149922
DB01240	C0003850
DB00008	C0010403
DB00936	C0039103
DB00080	C1960924
DB01433	C0524662
DB01153	C0040259
DB09128	C1269683
DB01356	C0005586
DB00602	C0086227
DB01329	C0014836
DB01033	C1961102
DB00218	C0009768
DB00620	C0149911
DB00838	C0033775
DB00740	C0002736
DB00180	C2607914
DB05630	C0023281
DB01415	C0014836
DB01185	C2936781
DB01208	C0032302
DB00240	C0024138
DB00033	C0242383
DB01059	C0877633
DB00819	C0017612
DB08871	C0023827
DB01327	C0032308
DB00214	C0020538
DB00770	C0003492
DB01113	C0085096
DB00263	C0341834
DB00334	C0033975
DB01222	C1960764
DB01410	C2607914
DB00852	C0035460
DB01413	C0033817
DB00175	C0020474
DB00860	C0405580
DB01112	C0157749
DB00713	C0149725
DB00274	C1112209
DB00902	C0343065
DB00285	C0011581
DB00352	C0023481
DB01137	C0022729
DB00619	C0238198
DB00515	C0019829
DB00254	C0004771
DB01014	C0009324
DB00586	C0013390
DB08896	C0238198
DB01238	C0036341
DB00813	C2215257
DB00427	C0009766
DB00916	C0035854
DB01139	C3665800
DB00352	C0023473
DB00719	C0027424
DB00741	C1274321
DB01319	C0019693
DB01144	C0017612
DB00422	C0027404
DB01332	C1318973
DB01234	C0033777
DB00860	C0036830
DB01364	C0037383
DB00396	C0153685
DB00685	C0037199
DB02703	C0014836
DB01017	C0003175
DB00544	C0862889
DB00581	C0019151
DB01139	C0178299
DB01416	C0577708
DB00446	C0029878
DB01082	C0041351
DB09485	C0006267
DB00388	C0034886
DB00254	C0041351
DB01059	C0729524
DB00959	C0701163
DB00601	C0038160
DB00248	C0020514
DB00299	C1274321
DB00341	C0027424
DB00543	C0011581
DB00741	C0040896
DB00443	C0003868
DB00618	C0153195
DB01327	C0038160
DB00433	C0003469
DB01324	C0020538
DB01183	C0030193
DB01330	C0162627
DB00972	C0018621
DB01140	C0149778
DB00860	C0022568
DB00578	C0085423
DB05521	C0524910
DB01174	C2711653
DB01035	C0042514
DB01182	C0741292
DB01328	C0042029
DB00860	C0010032
DB01380	C0036202
DB00181	C0038018
DB00948	C1279247
DB00930	C0020557
DB00948	C0153196
DB01627	C0032269
DB09096	C0011616
DB00537	C0877633
DB06637	C0026769
DB06820	C0040259
DB00649	C0019693
DB06282	C0578870
DB00341	C0042109
DB01248	C0278996
DB00770	C0013274
DB01211	C0271429
DB00307	C0079773
DB00223	C0406326
DB00252	C0234974
DB00564	C0005586
DB06439	C0035220
DB00112	C0346161
DB02703	C0035793
DB00537	C0153195
DB01112	C0276089
DB01330	C0004626
DB00760	C0014836
DB00956	C0035455
DB00833	C0014836
DB00493	C0520775
DB00997	C0278488
DB01254	C0279543
DB00888	C0024305
DB00338	C0013295
DB00798	C3163829
DB00791	C0032463
DB01380	C0024305
DB04837	C2607914
DB00438	C0042029
DB01061	C0684256
DB06715	C2607914
DB00427	C0011615
DB01234	C0010346
DB00069	C0011226
DB00476	C1269683
DB01005	C1140680
DB08893	C0403643
DB01060	C0275794
DB09290	C0348898
DB00800	C0745138
DB01204	C0936223
DB00438	C0038160
DB00321	C0011581
DB00585	C0267055
DB01212	C0153196
DB00537	C0014836
DB00485	C0043241
DB02703	C1997728
DB00681	C0276725
DB00630	C0029401
DB00455	C0035460
DB01174	C0494475
DB00417	C0036285
DB00684	C1096258
DB00761	C0009806
DB00567	C0014836
DB00263	C0007947
DB01165	C0018482
DB01222	C0010346
DB00428	C0009404
DB00548	C0001144
DB00186	C0003467
DB09104	C0009806
DB00602	C0029001
DB00537	C0276026
DB00176	C0030319
DB00798	C1112209
DB00967	C0035460
DB00919	C0744451
DB09205	C0034734
DB01261	C0011860
DB00575	C0037036
DB00760	C0033817
DB01035	C0004239
DB01200	C0020514
DB02703	C0008354
DB00967	C0578870
DB01181	C0919267
DB01037	C1269683
DB00967	C0009443
DB00595	C0031350
DB01165	C0157749
DB09555	C0033774
DB06151	C0006267
DB00671	C0271429
DB01607	C0014347
DB01059	C0153196
DB00957	C0221392
DB01173	C0242422
DB01112	C0005943
DB00282	C0029401
DB01619	C0035460
DB01193	C0151636
DB08936	C0035460
DB00735	C0040259
DB00266	C0040038
DB01029	C0242698
DB00997	C0007115
DB00065	C0003872
DB01327	C0033700
DB00959	C0039503
DB00829	C0003467
