DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
1388	hydrocortisone	Acute lymphoid leukemia	C0023449	91857003	DOID:9952
1511	isradipine	Hypertensive disorder	C0020538	38341003	DOID:10763
1475	ipratropium	Chronic obstructive lung disease	C0024117	13645005	DOID:3083
1497	isoniazid	Pulmonary tuberculosis	C0041327	154283005	DOID:2957
2255	pregabalin	Diabetic peripheral neuropathy	C0740447	424736006	
2276	procyclidine	Parkinsonism	C0242422	32798002	DOID:13548
2331	mepyramine	Seasonal allergic rhinitis	C0018621	367498001	
2332	pyrimethamine	Encephalitis due to Toxoplasmosis			
866	dicloxacillin	Continuation Therapy for Chronic Osteomyelitis			
961	doxycycline	Nongonococcal urethritis	C1112709	84619001	
962	doxylamine	Nasal congestion	C0027424	68235000	
947	dopamine	Low cardiac output syndrome	C0600177	44088000	
934	levomenthol	Suppression of the Gag Reflex			
2846	voriconazole	Fungal Infection due to Fusarium Solani			
4103	chondroitin sulfate	Surgical procedure on eye proper	C0395020	373353005	
1579	lidocaine	Local anesthetic intrathecal block	C0002928	231249005	
1563	levetiracetam	Partial Epilepsy Treatment Adjunct			
1533	lactic acid	Itching of skin	C0033774	418363000	
1708	mercaptopurine	Acute lymphoid leukemia	C0023449	91857003	DOID:9952
2416	salicylic acid	Verruca plantaris	C0042548	63440008	DOID:13775
2481	streptomycin	Enterococcus Urinary Tract Infection			
1051	erythromycin ethyl succinate	Bacterial pneumonia	C0004626	53084003	DOID:874
1046	ertapenem	Septic Abortion due to Porphyromonas			
1051	erythromycin ethyl succinate	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
1082	ethinylestradiol	Contraception	C0700589	13197004	
3424	pentazocine	Labor pain	C0474368	247412007	
3487	pramocaine	Pruritus ani	C0033775	90446007	
3524	resorcinol	Acneiform eruption	C0175167	402644006	
4213	hydrocortisone acetate	Bursitis	C0006444	84017003	DOID:2965
1662	medrysone	Herpes zoster keratitis	C1275687	397573005	
1585	liothyronine	Myxedema	C0027145	43153006	DOID:11634
2611	tetracycline	Bacterial keratitis	C0854211	314557000	
2610	tetracaine	Minor Skin Wound Pain			
2725	triamcinolone	Psoriasis with arthropathy	C0003872	33339001	DOID:9008
2684	tobramycin	Rhinoscleroma	C0035468	72409005	DOID:11336
2727	triamcinolone diacetate	Asthma	C0004096	195967001	DOID:2841
1261	fusidic acid	Rocky Mountain spotted fever	C0035793	186772009	
1217	fludroxycortide	Granuloma annulare	C0085074	65508009	DOID:3777
1261	fusidic acid	Gonorrhea of rectum	C0275665	42746002	
1261	fusidic acid	Complicated Bacterial Peritonitis			
4197	vitamin A palmitate	Prevention of dental caries	C1960644	426482000	
4171	eribulin	Metastatic Breast Carcinoma			
4265	gentamicin	Synergy for Pseudomonas Aeruginosa Joint Infection			
4456	hydrocortisone succinate	Disorder of eye	C0015397	371405004	DOID:5614
4456	hydrocortisone succinate	Adrenal cortical hypofunction	C0405580	386584007	DOID:10493
1742	methdilazine	Nasal discharge	C1260880	64531003	
1813	minocycline	Syphilis	C0039128	76272004	
1790	metronidazole	Bacteroides Osteomyelitis			
1790	metronidazole	Post-Operative Vaginal Cuff Peptostreptococcus Infection			
1802	midazolam	Sedation in Intubated Patients			
2743	trifluridine	Herpes simplex keratitis	C0019357	9389005	
2777	trovafloxacin	Complicated Skin and Skin Structure Proteus Infection			
2777	trovafloxacin	Enterococcus Septic Abortion			
1204	fluocinolone acetonide	Lichen simplex chronicus	C0149922	53891004	
1204	fluocinolone acetonide	Granuloma annulare	C0085074	65508009	DOID:3777
1210	fluoxymesterone	Male hypogonadism	C0151721	48723006	
1277	ganciclovir	Prevention of CMV Disease in Advanced HIV Patients			
1350	halofantrine	Vivax malaria	C0024537	27052006	DOID:12978
1385	hydrochlorothiazide	Edema	C0013604	267038008	
1385	hydrochlorothiazide	Hypertension with Left Ventricular Hypertrophy			
4459	procaine benzylpenicillin	Neurosyphilis	C0027927	26039008	DOID:9988
4373	sodium benzoate	Hyperammonemia	C0220994	9360008	
4322	azilsartan medoxomil	Hypertensive disorder	C0020538	38341003	DOID:10763
4281	magnesium citrate	Incomplete passage of stool	C0426639	249515001	
4513	magnesium silicate	Peptic ulcer	C0030920	13200003	DOID:750
1981	ofloxacin	Streptococcus Pneumoniae Bronchitis			
1967	norfloxacin	Chlamydial pelvic inflammatory disease	C0520777	188463006	
1977	nystatin	Gastrointestinal candidiasis	C0343886	84679006	
1981	ofloxacin	Acute gonococcal urethritis	C0275652	29864006	
1967	norfloxacin	Anthrax	C0003175	409498004	DOID:7427
2977	caspofungin	Refractory Aspergillosis			
2838	ergocalciferol	Hypogonadal Osteoporosis in Males			
1388	hydrocortisone	Tinea pedis	C0040259	6020002	DOID:12403
1527	ketoconazole	Histoplasmosis	C0019655	12962009	DOID:1731
1445	inositol nicotinate	Niacin deficiency	C0030783	418279001	DOID:8457
4514	teriparatide	Hypogonadal Osteoporosis in Males			
85	aciclovir	Recurrent genital herpes simplex	C1274323	402894005	
102	alatrofloxacin	Pneumonia due to Streptococcus	C0155862	34020007	
102	alatrofloxacin	Acute Moraxella catarrhalis bronchitis	C0339932	195722003	
144	amantadine	Postencephalitic parkinsonism	C0030568	19972008	DOID:14332
4261	ferrous fumarate	Megaloblastic anemia due to folate deficiency	C0151482	85649008	DOID:14026
4247	neomycin	Keratitis	C0022568	5888003	DOID:4677
4411	dexchlorpheniramine	Allergic rhinitis	C2607914	61582004	
4344	zinc chloride	Zinc deficiency	C0235950	238124008	
4459	procaine benzylpenicillin	Bejel	C0004945	240686008	DOID:13431
4348	calcium gluconate	Hypocalcemic tetany	C0151940	190869004	
1883	naproxen	Headache disorder	C0393735	230461009	
1883	naproxen	Migraine	C0149931	37796009	DOID:6364
1906	nicotinamide	Niacin deficiency	C0030783	418279001	DOID:8457
1981	ofloxacin	Enteric campylobacteriosis	C0275982	18081009	
1981	ofloxacin	Infection due to Staphylococcus aureus	C1318973	406602003	
1967	norfloxacin	Infectious disorder of joint	C0157749	363162000	DOID:381
1967	norfloxacin	Complicated Skin and Skin Structure Streptococcus Agalactiae Infection			
2811	vecuronium	Muscle relaxation, function	C0026836	11977004	
2777	trovafloxacin	Complicated Skin and Skin Structure E. Coli Infection			
2803	valproic acid	Epilepsy characterized by intractable complex partial seizures	C2711653	442481002	
1191	fludrocortisone acetate	Adrenogenital disorder	C0701163	267395000	DOID:0050811
1277	ganciclovir	Prevention of CMV Disease After Kidney Transplantation			
1283	gemcitabine	Malignant tumor of ovary	C1140680	363443007	DOID:2394
4287	calcium acetate	Hyperkalemia	C0020461	14140009	
4510	magnesium salicylate	Synovitis	C0039103	416209007	DOID:2703
4548	flumetasone	Scalp psoriasis	C0406326	238608008	
1967	norfloxacin	Enterococcus Complicated UTI			
1960	norepinephrine	Bronchiectasis	C0006267	12295008	DOID:9563
2031	oxymesterone	Male hypogonadism	C0151721	48723006	
2006	oxacillin	Staphylococcal Prosthetic Heart Valve Endocarditis			
1983	oleandomycin	Upper Respiratory Streptococcal Infection			
2840	colecalciferol	Osteomalacia	C0029442	4598005	DOID:10573
2840	colecalciferol	Vitamin D Dependent Rickets			
3617	tolnaftate	Tinea corporis	C0040252	84849002	DOID:12179
4021	porfimer	Endoscopic Photodynamic Ablation Adjunct for Cancer or High Grade Dysplasia			
4118	pazopanib	Renal cell carcinoma	C0007134	702391001	DOID:4450
3369	naphazoline	Red eye	C0235267	75705005	
1527	ketoconazole	Pityriasis versicolor	C0040262	56454009	DOID:9060
1426	imipenem	Lower respiratory tract infection	C0149725	50417007	
26	fluorouracil	Actinic keratosis	C0022602	201101007	DOID:8866
52	paracetamol	Pain Treatment Adjunct			
102	alatrofloxacin	Pneumonia due to Mycoplasma pneumoniae	C0032302	46970008	
157	amikacin	Pneumonia due to Escherichia coli	C0276089	51530003	
2132	pheniramine	Sore throat symptom	C0242429	267102003	
2082	benzylpenicillin	Pneumococcal meningitis	C0025295	51169003	
2082	benzylpenicillin	Anthrax septicemia	C0152946	14972006	
4213	hydrocortisone acetate	Eruption of skin	C0015230	271807003	DOID:0050486
4213	hydrocortisone acetate	Berylliosis	C0005138	8247009	DOID:10322
4240	zinc oxide	Pruritus ani	C0033775	90446007	
4191	fesoterodine	Bladder muscle dysfunction - overactive	C0403643	236633002	
1547	lansoprazole	Zollinger-Ellison syndrome	C0043515	53132006	DOID:0050782
1688	pecazine	Dermatographic urticaria	C0343065	7632005	DOID:743
1606	lorazepam	Induce Anterograde Amnesia			
192	amoxicillin	Rhinoscleroma	C0035468	72409005	DOID:11336
197	amphotericin B	Candidal septicemia	C0349009	187022007	
197	amphotericin B	Septicemia due to fungus	C2960008	446903007	
197	amphotericin B	Candidiasis of skin	C0006846	49883006	
258	atovaquone	Plasmodium Falciparum Malaria Prevention			
239	argatroban	Percutaneous coronary intervention	C1532338	415070008	
249	astemizole	Allergic rhinitis	C2607914	61582004	
224	antazoline	Nasal discharge	C1260880	64531003	
268	azatadine	Urticaria	C0042109	126485001	
279	aztreonam	Pneumonia due to Escherichia coli	C0276089	51530003	
279	aztreonam	Infection due to Escherichia coli	C0014836	71057007	
279	aztreonam	Aerobic Gram-Negative Bacteremia			
2152	phenytoin	Epilepsy	C0014544	84757009	DOID:1826
2152	phenytoin	Bipolar disorder in remission	C0270425	85248005	
2187	piperacillin	Sepsis due to Pseudomonas	C2887096	448813005	
2303	propranolol	Myocardial Reinfarction Prevention			
2303	propranolol	Life-Threatening Ventricular Tachycardia			
2284	promazine	Sneezing	C0037383	76067001	
2282	proguanil	Plasmodium Falciparum Malaria Prevention			
1584	linezolid	Pneumonia due to Streptococcus	C0155862	34020007	
1768	methylprednisolone	Tendinitis	C0039503	34840004	DOID:971
1765	naltrexone	Chronic pain	C0150055	82423001	
1751	methotrexate	Acute lymphoid leukemia	C0023449	91857003	DOID:9952
1751	methotrexate	Malignant tumor of lung	C0242379	363358000	
1732	methamphetamine	Attention deficit hyperactivity disorder	C1263846	406506008	
1790	metronidazole	Abscess of liver	C0023885	27916005	
1813	minocycline	Infective otitis media	C0729586	312218008	
1813	minocycline	Brucellosis	C0006309	75702008	DOID:11077
1800	miconazole	Pityriasis versicolor	C0040262	56454009	DOID:9060
277	azlocillin	Infection of bone	C2242472	111253001	
329	benzphetamine	Obesity	C0028754	414916001	DOID:9970
349	betamethasone acetate	Aspiration pneumonitis	C1761609	155597006	
2389	risperidone	Mixed bipolar I disorder	C0236780	16506000	DOID:3312
2356	ramipril	Left ventricular cardiac dysfunction	C1997351	429589006	
4512	lithium citrate	Bipolar affective disorder, current episode manic	C0338873	191618007	
4517	magnesium aspartate	Constipation	C0009806	14760008	DOID:2089
4517	magnesium aspartate	Hypomagnesemia	C0151723	190855004	
1782	metoclopramide	Gastroesophageal reflux disease	C0017168	235595009	DOID:8534
1878	naloxone	Opioid dependence	C0524662	75544000	DOID:2559
1883	naproxen	Osteoarthritis	C0029408	396275006	DOID:381
1981	ofloxacin	Moraxella Catarrhalis Chronic Bronchitis			
1981	ofloxacin	Acute gonococcal cervicitis	C0153195	20943002	DOID:10615
1981	ofloxacin	Chronic Staphylococcus epidermidis Prostatitis			
1967	norfloxacin	Bacterial urinary infection	C0729524	312124009	
1967	norfloxacin	Streptococcal Endomyometritis			
1977	nystatin	Candidiasis of mouth	C0006849	79740000	DOID:14262
463	caffeine	Influenza-like symptoms	C0392171	315642008	
444	butenafine	Pityriasis versicolor	C0040262	56454009	DOID:9060
466	calcitriol	Hypocalcemia	C0020598	5291005	
520	carteolol	Open-angle glaucoma	C0017612	84494001	DOID:1067
537	cefixime	Moraxella Catarrhalis Acute Otitis Media			
546	cefotaxime	Staphylococcus Epidermidis Urinary Tract Infection			
533	cefdinir	Haemophilus Influenzae Bronchitis			
556	cefprozil	Streptococcal tonsillitis	C0275804	41582007	
564	ceftriaxone	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
2440	sibutramine	Obesity	C0028754	414916001	DOID:9970
2416	salicylic acid	Acne vulgaris	C0001144	88616000	
2424	scopolamine	Cycloplegia	C0235238	68158006	DOID:10033
2424	scopolamine	Prevention of Posterior Synechiae			
2552	tacrolimus	Intractable Eczema			
2475	spironolactone	Ascites	C0003962	389026000	
2611	tetracycline	Ornithosis	C0029291	75116005	DOID:11262
2607	testosterone	Bilateral Anorchia			
2571	tazarotene	Psoriasis	C0033860	9014002	DOID:8893
78	acitretin	Severe Recalcitrant Psoriasis			
138	alprostadil	Aorta Dextratransposition with Intact Ventricular Septum			
156	amifostine	Prevention of Cancer Chemotherapy-Induced Renal Impairment			
112	alendronic acid	Hypogonadal Osteoporosis in Males			
180	amitriptyline	Depressive disorder	C0011581	35489007	DOID:2848
192	amoxicillin	Moraxella Catarrhalis Pneumonia			
197	amphotericin B	Cryptococcosis	C0010414	42386007	DOID:12053
2031	oxymesterone	Delayed puberty	C0034012	400003000	
2032	oxymetazoline	Nasal congestion	C0027424	68235000	
1982	olanzapine	Agitation associated with Bipolar Mania			
2017	oxcarbazepine	Epilepsy characterized by intractable complex partial seizures	C2711653	442481002	
564	ceftriaxone	Peptostreptococcus Peritonitis			
564	ceftriaxone	Staphylococcal pneumonia	C0032308	22754005	
576	cefradine	Pneumonia due to Streptococcus	C0155862	34020007	
576	cefradine	Infection due to Staphylococcus aureus	C1318973	406602003	
571	cefalexin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
565	cefuroxime	Prevention of Perioperative Infection			
594	chlordiazepoxide	Alcohol withdrawal delirium	C0001957	8635005	
585	clofedanol	Allergic rhinitis	C2607914	61582004	
581	cetirizine	Allergic rhinitis	C2607914	61582004	
585	clofedanol	Vasomotor rhinitis	C0035460	8229003	DOID:4730
607	chloroquine	Plasmodium Falciparum Malaria Prevention			
2706	topiramate	Migraine Prevention			
2722	tretinoin	Hyperkeratosis	C0870082	396228006	
2656	ticarcillin	Bacterial pneumonia	C0004626	53084003	DOID:874
2656	ticarcillin	Osteomyelitis due to Staphylococcus aureus	C1997728	428783003	
2656	ticarcillin	Enterobacter Endometritis			
2661	tigecycline	Complicated Skin and Skin Structure Streptococcus Pyogenes Infection			
2684	tobramycin	Enterobacter Osteomyelitis			
2684	tobramycin	Synergy for P. Aeruginosa Infection in Cystic Fibrosis			
2683	tizanidine	Spasticity	C0026838	221360009	
2727	triamcinolone diacetate	Angioedema	C0002994	41291007	DOID:1558
2745	trihexyphenidyl	Arteriosclerotic Parkinsonism			
2727	triamcinolone diacetate	Cerebral edema	C0006114	2032001	DOID:4724
2727	triamcinolone diacetate	Acute lymphoid leukemia	C0023449	91857003	DOID:9952
2739	tretamine	Malignant tumor of ovary	C1140680	363443007	DOID:2394
197	amphotericin B	Blastomycosis	C0005716	69996000	DOID:12663
197	amphotericin B	Lymphogranuloma venereum	C0024286	186946009	DOID:13819
209	anagrelide	Essential thrombocythemia	C0040028	109994006	DOID:2224
224	antazoline	Allergic conjunctivitis	C0009766	473460002	DOID:11204
279	aztreonam	Peritonitis	C0031154	48661000	
279	aztreonam	Endometritis	C0014179	78623009	DOID:1002
276	azithromycin	Bacterial conjunctivitis	C0009768	128350005	DOID:9700
640	cilastatin	Bacterial septicemia	C0684256	10001005	
640	cilastatin	Pneumonia due to Streptococcus	C0155862	34020007	
678	clindamycin	Infectious disease of abdomen	C1112209	128070006	
669	clavulanic acid	Moraxella Catarrhalis Acute Otitis Media			
4606	clocortolone pivalate	Plaque psoriasis	C0406317	200965009	
734	cortisone acetate	Thyroiditis	C0040147	82119001	DOID:7166
749	cyclizine	Vasomotor rhinitis	C0035460	8229003	DOID:4730
2807	vancomycin	Streptococcal Endocarditis			
2825	vincristine	Burkitt's lymphoma	C0006413	118617000	DOID:8584
2798	valaciclovir	Herpes zoster	C0019360	4740000	DOID:8536
396	brinzolamide	Open-angle glaucoma	C0017612	84494001	DOID:1067
494	pentoxyverine	Common cold	C0009443	82272006	DOID:10459
2187	piperacillin	Bacteroides Pelvic Inflammatory Disease			
2187	piperacillin	Postoperative infection	C0392618	33910007	
2253	prednisone	Humoral hypercalcemia of malignancy	C0149911	47709007	
2245	prednisolone	Giant cell arteritis	C0039483	414341000	DOID:13375
802	demeclocycline	Typhus Infections			
839	dexrazoxane	Prevention of CMV Disease After Organ Transplant			
1790	metronidazole	Lower respiratory tract infection	C0149725	50417007	
1813	minocycline	Lymphogranuloma venereum	C0024286	186946009	DOID:13819
1845	morphine	General anesthesia	C0002915	50697003	
1813	minocycline	Periodontitis	C0031099	41565005	DOID:824
1878	naloxone	Opiate-Induced Respiratory Depression			
1890	nefazodone	Major depressive disorder	C1269683	370143000	
512	carmustine	Multiple myeloma	C0026764	109989006	DOID:9538
546	cefotaxime	Enterococcus Pelvic Inflammatory Disease			
546	cefotaxime	Morganella Morganii Urinary Tract Infection			
546	cefotaxime	Fusobacterium Pelvic Inflammatory Disease			
559	ceftazidime	Bacterial meningitis	C0085437	95883001	DOID:9470
559	ceftazidime	Haemophilus influenzae pneumonia	C0276026	70036007	
547	cefotetan	E. Coli Pelvic Inflammatory Disease			
547	cefotetan	Skin and Skin Structure Fusobacterium Infection			
564	ceftriaxone	Gram-Negative Aerobic Bacillary Pneumonia			
562	ceftibuten	Acute bacterial bronchitis	C0339933	233598009	
2279	progesterone	Atrophic vaginitis	C0221392	52441000	DOID:11968
2326	pseudoephedrine	Influenza-like symptoms	C0392171	315642008	
2377	rifampicin	Meningococcus carrier	C0421162	170486006	
2403	ropivacaine	Regional Anesthesia for Surgery			
2337	quetiapine	Bipolar disorder	C0005586	13746004	DOID:3312
2342	quinestrol	Menopausal flushing	C0600142	198436008	
865	diclofenac	Postoperative Ocular Pain			
968	drospirenone	Premenstrual dysphoric disorder	C0520676	596004	
961	doxycycline	Pharyngitis	C0031350	405737000	DOID:2275
934	levomenthol	Backache	C0004604	161891005	
1981	ofloxacin	Acute bacterial bronchitis	C0339933	233598009	
1981	ofloxacin	Pseudomonas Aeruginosa Osteomyelitis			
1967	norfloxacin	Bronchitis	C0006277	32398004	DOID:6132
1981	ofloxacin	Otitis externa	C0029878	3135009	DOID:9463
